Country,city,location,parameter_name,parameter_description,measurement_datetime,measurement_value,unit,Source Of Data Flow,Link to raw data (only E1a/validated data from AQ e-Reporting)
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),03-12-11,1.984,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2017&Year_to=2017&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),08-02-19,5153.638,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2017&Year_to=2017&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),22-06-23,10.026,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2016&Year_to=2016&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),07-09-13,0.617,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),21-11-14,0,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),04-12-21,0,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),19-03-15,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),23-02-22,0,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),22-07-15,0,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2016&Year_to=2016&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),30-06-14,26.53,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2016&Year_to=2016&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),22-09-14,25.849,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,NOX as NO2,Nitrogen oxides (air),28-03-17,529.25,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,CO,Carbon monoxide (air),16-04-13,0.431,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2017&Year_to=2017&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,CO,Carbon monoxide (air),08-10-20,0.425,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2018&Year_to=2018&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,CO,Carbon monoxide (air),25-12-11,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,CO,Carbon monoxide (air),19-03-23,5.405,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2018&Year_to=2018&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,CO,Carbon monoxide (air),10-09-10,0.001,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2017&Year_to=2017&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO,Nitrogen monoxide (air),24-07-13,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO,Nitrogen monoxide (air),05-05-23,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO,Nitrogen monoxide (air),20-05-11,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM2.5,Particulate matter < 2.5 µm (aerosol),18-09-11,32.535,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM2.5,Particulate matter < 2.5 µm (aerosol),21-03-13,26.196,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2021&Year_to=2021&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM2.5,Particulate matter < 2.5 µm (aerosol),15-08-20,29.476,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM2.5,Particulate matter < 2.5 µm (aerosol),27-11-13,27.285,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2017&Year_to=2017&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM2.5,Particulate matter < 2.5 µm (aerosol),05-10-21,0.682,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM2.5,Particulate matter < 2.5 µm (aerosol),23-07-20,1.973,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM2.5,Particulate matter < 2.5 µm (aerosol),15-08-16,19.84,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2016&Year_to=2016&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM2.5,Particulate matter < 2.5 µm (aerosol),01-05-20,25.966,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM2.5,Particulate matter < 2.5 µm (aerosol),18-12-11,113.64,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2016&Year_to=2016&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM2.5,Particulate matter < 2.5 µm (aerosol),28-02-20,82.048,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2021&Year_to=2021&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,SO2,Sulphur dioxide (air),27-02-21,0,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LIVNO,,SO2,Sulphur dioxide (air),11-07-10,19.3,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2021&Year_to=2021&Station=STA-BA0057A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,LIVNO,,SO2,Sulphur dioxide (air),14-09-14,11.045,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2021&Year_to=2021&Station=STA-BA0057A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,LIVNO,,SO2,Sulphur dioxide (air),19-04-12,5.937,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LIVNO,,SO2,Sulphur dioxide (air),19-05-19,0,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2021&Year_to=2021&Station=STA-BA0057A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,LIVNO,,SO2,Sulphur dioxide (air),15-02-10,73.673,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LIVNO,,SO2,Sulphur dioxide (air),30-05-18,21.124,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LIVNO,,PM10,Particulate matter < 10 µm (aerosol),31-03-17,1,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LIVNO,,PM10,Particulate matter < 10 µm (aerosol),11-02-19,17.584,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,LIVNO,,O3,Ozone (air),19-03-10,11120.267,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0057A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,LIVNO,,O3,Ozone (air),30-08-23,26143.047,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0057A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,LIVNO,,O3,Ozone (air),06-10-16,36003.075,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0057A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,LIVNO,,O3,Ozone (air),18-04-10,86.331,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LIVNO,,O3,Ozone (air),25-04-15,148.259,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LIVNO,,O3,Ozone (air),16-04-18,148.259,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LIVNO,,O3,Ozone (air),24-03-14,0.237,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LIVNO,,O3,Ozone (air),19-06-16,26709.646,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0057A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,LIVNO,,NO2,Nitrogen dioxide (air),19-04-17,70.845,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2021&Year_to=2021&Station=STA-BA0057A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,LIVNO,,NO2,Nitrogen dioxide (air),16-05-16,6.433,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2021&Year_to=2021&Station=STA-BA0057A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,LIVNO,,NO2,Nitrogen dioxide (air),13-08-21,0,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LIVNO,,NO2,Nitrogen dioxide (air),24-06-12,0,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LIVNO,,CO,Carbon monoxide (air),20-11-14,1009.396,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LIVNO,,CO,Carbon monoxide (air),01-08-15,2691.87,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LIVNO,,SO2,Sulphur dioxide (air),01-01-18,4.913,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BIHAC,,SO2,Sulphur dioxide (air),26-05-12,2.335,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BIHAC,,PM10,Particulate matter < 10 µm (aerosol),30-09-23,434,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,SO2,Sulphur dioxide (air),06-03-12,0,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BIHAC,,O3,Ozone (air),24-01-11,0,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2018&Year_to=2018&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,SO2,Sulphur dioxide (air),12-11-20,4.686,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BIHAC,,O3,Ozone (air),19-03-19,7.75,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,SO2,Sulphur dioxide (air),01-10-13,0,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BIHAC,,O3,Ozone (air),07-03-23,104.375,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2020&Year_to=2020&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,SO2,Sulphur dioxide (air),08-10-11,3.077,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BIHAC,,PM10,Particulate matter < 10 µm (aerosol),02-08-10,6.867,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BIHAC,,O3,Ozone (air),08-10-21,90,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2018&Year_to=2018&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,PM10,Particulate matter < 10 µm (aerosol),26-09-17,74.666,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BIHAC,,PM10,Particulate matter < 10 µm (aerosol),05-10-16,25.372,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,BIHAC,,O3,Ozone (air),21-10-13,10,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2016&Year_to=2016&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),02-05-14,0,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2020&Year_to=2020&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),13-04-12,3992.01,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2016&Year_to=2016&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,NO2,Nitrogen dioxide (air),09-03-12,51.563,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,NO2,Nitrogen dioxide (air),27-04-20,4.458,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2021&Year_to=2021&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,NO2,Nitrogen dioxide (air),21-10-17,10.027,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2016&Year_to=2016&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,NO2,Nitrogen dioxide (air),19-04-19,87.03,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2016&Year_to=2016&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,NO2,Nitrogen dioxide (air),24-01-13,0.02,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2015&Year_to=2015&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,NO2,Nitrogen dioxide (air),07-07-20,2,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2021&Year_to=2021&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,NO2,Nitrogen dioxide (air),06-06-15,0,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2015&Year_to=2015&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,NO2,Nitrogen dioxide (air),09-03-17,35.827,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2016&Year_to=2016&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,NO2,Nitrogen dioxide (air),17-05-13,13.498,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2017&Year_to=2017&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,CO,Carbon monoxide (air),02-04-20,7.39,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2017&Year_to=2017&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,CO,Carbon monoxide (air),06-05-23,4.43,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2021&Year_to=2021&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,CO,Carbon monoxide (air),20-07-13,0.34,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2015&Year_to=2015&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,CO,Carbon monoxide (air),28-07-16,0.26,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2017&Year_to=2017&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,H2S,Hydrogen sulphide (air),16-03-20,103.14,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=11&Year_from=2016&Year_to=2016&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,PM2.5,Particulate matter < 2.5 µm (aerosol),31-08-15,23.156,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2021&Year_to=2021&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,PM2.5,Particulate matter < 2.5 µm (aerosol),21-02-14,4.713,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2017&Year_to=2017&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,PM2.5,Particulate matter < 2.5 µm (aerosol),29-05-16,0.08,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,BROD,RAFINERIJA,PM2.5,Particulate matter < 2.5 µm (aerosol),12-02-13,24.89,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA-BA0047A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
