Country,City,Location,Air Pollutant,Air Pollutant Description,Year,Air Pollution Level,Unit Of Air Pollution Level,Source Of Data Flow,Link to raw data (only E1a/validated data from AQ e-Reporting)
Bosnia and Herzegovina,SARAJEVO , ILIDZA,CO,Carbon monoxide (air),2022,238,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,O3,Ozone (air),2021,97.427,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NO2,Nitrogen dioxide (air),2023,60.506,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,CO,Carbon monoxide (air),2022,1998.859,mg/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,O3,Ozone (air),2018,15.333,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NO2,Nitrogen dioxide (air),2023,46.799,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,O3,Ozone (air),2019,9443.305,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NO2,Nitrogen dioxide (air),2023,0.156,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NO2,Nitrogen dioxide (air),2022,20.616,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NO2,Nitrogen dioxide (air),2016,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NO2,Nitrogen dioxide (air),2023,91.504,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NO2,Nitrogen dioxide (air),2016,84.458,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NO2,Nitrogen dioxide (air),2023,114.181,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NO2,Nitrogen dioxide (air),2021,18.04,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NO2,Nitrogen dioxide (air),2022,59.299,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NOX as NO2,Nitrogen oxides (air),2023,25.464,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NOX as NO2,Nitrogen oxides (air),2023,259.322,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NOX as NO2,Nitrogen oxides (air),2023,20.845,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NOX as NO2,Nitrogen oxides (air),2023,7.243,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NO,Nitrogen monoxide (air),2022,6.37,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,CO,Carbon monoxide (air),2023,34,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,CO,Carbon monoxide (air),2023,5479.646,mg/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2016,12.127,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,CO,Carbon monoxide (air),2021,1.747,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,CO,Carbon monoxide (air),2023,1.762,mg/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2022,37.416,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,CO,Carbon monoxide (air),2022,1584.102,mg/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,CO,Carbon monoxide (air),2022,1286.071,mg/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2021,26.969,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,CO,Carbon monoxide (air),2023,1.067,mg/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2020,77.805,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2022,63.457,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,CO,Carbon monoxide (air),2022,157.77,mg/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2020,511.686,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2022,155.24,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NO,Nitrogen monoxide (air),2022,6.161,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2022,158.086,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2023,202.154,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2023,112.994,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2022,156.694,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2023,52.872,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,SO2,Sulphur dioxide (air),2020,663.851,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,SO2,Sulphur dioxide (air),2023,285.442,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,SO2,Sulphur dioxide (air),2021,556.98,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,SO2,Sulphur dioxide (air),2021,228.849,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,SO2,Sulphur dioxide (air),2020,663.851,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,PM10,Particulate matter < 10 µm (aerosol),2020,320.107,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,SO2,Sulphur dioxide (air),2019,0.173,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,PM10,Particulate matter < 10 µm (aerosol),2021,142.452,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,PM10,Particulate matter < 10 µm (aerosol),2019,444.098,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,SO2,Sulphur dioxide (air),2019,121.009,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,PM10,Particulate matter < 10 µm (aerosol),2022,194.576,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,PM10,Particulate matter < 10 µm (aerosol),2019,107.595,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,PM10,Particulate matter < 10 µm (aerosol),2020,98.644,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,SO2,Sulphur dioxide (air),2016,1.138,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,PM10,Particulate matter < 10 µm (aerosol),2021,101.371,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,PM10,Particulate matter < 10 µm (aerosol),2022,73.177,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,SO2,Sulphur dioxide (air),2023,18.427,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,O3,Ozone (air),2019,10864.907,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,PM10,Particulate matter < 10 µm (aerosol),2021,253.921,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,SO2,Sulphur dioxide (air),2018,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,O3,Ozone (air),2022,6974.338,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,PM10,Particulate matter < 10 µm (aerosol),2021,22.888,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,SO2,Sulphur dioxide (air),2018,54.265,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,O3,Ozone (air),2019,14918.977,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,PM10,Particulate matter < 10 µm (aerosol),2021,66.281,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,PM10,Particulate matter < 10 µm (aerosol),2022,30.102,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,O3,Ozone (air),2021,14347.068,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,O3,Ozone (air),2022,2181.23,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,PM10,Particulate matter < 10 µm (aerosol),2023,17.909,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,O3,Ozone (air),2021,83.514,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,O3,Ozone (air),2022,36.816,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,PM10,Particulate matter < 10 µm (aerosol),2019,0.951,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,O3,Ozone (air),2023,65.886,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,PM10,Particulate matter < 10 µm (aerosol),2022,3.641,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,O3,Ozone (air),2023,52.441,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,PM10,Particulate matter < 10 µm (aerosol),2021,23.922,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,O3,Ozone (air),2022,82.673,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,PM10,Particulate matter < 10 µm (aerosol),2020,59,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,PM10,Particulate matter < 10 µm (aerosol),2022,24,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,O3,Ozone (air),2023,36.013,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,PM10,Particulate matter < 10 µm (aerosol),2018,0.069,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,O3,Ozone (air),2022,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,PM10,Particulate matter < 10 µm (aerosol),2019,0.107,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,O3,Ozone (air),2023,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,PM10,Particulate matter < 10 µm (aerosol),2021,56.722,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,O3,Ozone (air),2022,941.808,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,PM10,Particulate matter < 10 µm (aerosol),2016,26.245,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,PM2.5,Particulate matter < 2.5 µm (aerosol),2023,14.025,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,PM10,Particulate matter < 10 µm (aerosol),2019,18.354,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,PM2.5,Particulate matter < 2.5 µm (aerosol),2020,351.866,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,O3,Ozone (air),2018,31221.101,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,O3,Ozone (air),2022,31418.578,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,O3,Ozone (air),2021,45.47,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,PM2.5,Particulate matter < 2.5 µm (aerosol),2020,0.171,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,O3,Ozone (air),2022,13.073,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,O3,Ozone (air),2018,55.893,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,O3,Ozone (air),2023,110.494,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,PM2.5,Particulate matter < 2.5 µm (aerosol),2021,18.457,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,O3,Ozone (air),2023,25.197,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,O3,Ozone (air),2023,52.571,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,O3,Ozone (air),2019,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,PM2.5,Particulate matter < 2.5 µm (aerosol),2021,110.825,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,O3,Ozone (air),2023,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,PM2.5,Particulate matter < 2.5 µm (aerosol),2023,126.036,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,O3,Ozone (air),2023,113.232,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,O3,Ozone (air),2023,862.377,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,SO2,Sulphur dioxide (air),2021,133.941,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,NO2,Nitrogen dioxide (air),2020,35.039,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,SO2,Sulphur dioxide (air),2021,135.017,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,NO2,Nitrogen dioxide (air),2020,150.607,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,SO2,Sulphur dioxide (air),2022,56.938,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,O3,Ozone (air),2018,94.617,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,NO2,Nitrogen dioxide (air),2020,127.528,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,SO2,Sulphur dioxide (air),2022,25.949,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,NO2,Nitrogen dioxide (air),2020,127.528,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,O3,Ozone (air),2023,91.604,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,PM10,Particulate matter < 10 µm (aerosol),2022,160.739,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,NO2,Nitrogen dioxide (air),2019,29.513,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,PM10,Particulate matter < 10 µm (aerosol),2021,73.773,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,NO2,Nitrogen dioxide (air),2023,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,O3,Ozone (air),2023,122.732,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,PM10,Particulate matter < 10 µm (aerosol),2021,6.625,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,NOX as NO2,Nitrogen oxides (air),2023,14.121,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,PM10,Particulate matter < 10 µm (aerosol),2021,383,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,CO,Carbon monoxide (air),2023,173.478,mg/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,CO,Carbon monoxide (air),2023,76.193,mg/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,O3,Ozone (air),2021,97397.118,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,O3,Ozone (air),2018,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,CO,Carbon monoxide (air),2020,0.603,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,O3,Ozone (air),2021,-4.999,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,CO,Carbon monoxide (air),2023,220.144,mg/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,O3,Ozone (air),2021,47.909,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,O3,Ozone (air),2023,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,NO,Nitrogen monoxide (air),2022,11.92,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,O3,Ozone (air),2022,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,NO,Nitrogen monoxide (air),2022,0.089,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,O3,Ozone (air),2018,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,O3,Ozone (air),2021,46,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,NO,Nitrogen monoxide (air),2022,8.19,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,O3,Ozone (air),2022,,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,NO,Nitrogen monoxide (air),2023,7.404,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,O3,Ozone (air),2022,65.827,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,SO2,Sulphur dioxide (air),2021,75.717,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,O3,Ozone (air),2018,10421.069,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,PM2.5,Particulate matter < 2.5 µm (aerosol),2021,5.862,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,SO2,Sulphur dioxide (air),2020,334.268,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,SO2,Sulphur dioxide (air),2021,231.298,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,PM2.5,Particulate matter < 2.5 µm (aerosol),2021,127.813,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,SO2,Sulphur dioxide (air),2020,11.46,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,SO2,Sulphur dioxide (air),2018,249.838,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,O3,Ozone (air),2022,61.213,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,SO2,Sulphur dioxide (air),2021,94.251,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,SO2,Sulphur dioxide (air),2023,90.414,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,PM10,Particulate matter < 10 µm (aerosol),2022,283.475,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,NO2,Nitrogen dioxide (air),2017,83.929,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,SO2,Sulphur dioxide (air),2023,109.372,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,PM10,Particulate matter < 10 µm (aerosol),2023,51.777,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,NO2,Nitrogen dioxide (air),2023,72.63,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,SO2,Sulphur dioxide (air),2022,32.1,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,PM10,Particulate matter < 10 µm (aerosol),2021,119.132,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NO2,Nitrogen dioxide (air),2022,12.037,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,SO2,Sulphur dioxide (air),2018,249.553,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2021,185.991,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NOX as NO2,Nitrogen oxides (air),2022,169.75,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,SO2,Sulphur dioxide (air),2019,130.684,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2022,13942.622,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,SO2,Sulphur dioxide (air),2016,7.089,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2019,47.207,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2021,3.706,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,SO2,Sulphur dioxide (air),2023,13.992,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2018,207.856,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2021,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,SO2,Sulphur dioxide (air),2016,5.32,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2022,222.219,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2023,101.094,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,SO2,Sulphur dioxide (air),2019,25.494,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2022,980.9,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2022,123.767,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,SO2,Sulphur dioxide (air),2020,17.421,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2021,35.177,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2020,189.382,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2022,20.404,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2023,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2023,89.589,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2023,2,count,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2022,77.864,ug/m3,E2a/UTD AQ e-Reporting,
