Country,City,Location,Air Pollutant,Air Pollutant Description,Year,Air Pollution Level,Unit Of Air Pollution Level,Source Of Data Flow,Link to raw data (only E1a/validated data from AQ e-Reporting)
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2023,47.397,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2021,3511.161,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2018,30406.93,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,SO2,Sulphur dioxide (air),2023,50.33,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2019,59.68,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,SO2,Sulphur dioxide (air),2023,1,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2022,20.971,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2018,15.811,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2022,34.074,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2023,52.427,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2021,49.868,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2023,133.736,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2022,255.992,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2021,53.955,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2019,23.943,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2018,65,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2022,63.338,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2022,0,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2019,64,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2021,12049.545,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2022,10.226,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2019,107.703,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2021,21520.803,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2017,125.417,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2021,87.231,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2017,75.232,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2022,17.931,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2022,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2021,69.609,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2016,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2022,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2022,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2021,-0.789,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2016,14205.06,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2023,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2017,59.936,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2021,18223.141,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,NO2,Nitrogen dioxide (air),2016,3.173,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2023,3723.209,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,NO2,Nitrogen dioxide (air),2016,49.9,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2023,2,count,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,NO2,Nitrogen dioxide (air),2023,39.457,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,NO2,Nitrogen dioxide (air),2016,49.9,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,NO2,Nitrogen dioxide (air),2023,20.766,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2018,8793.315,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,NO2,Nitrogen dioxide (air),2017,10.628,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,NO2,Nitrogen dioxide (air),2022,80.03,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2021,54.552,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,NOX as NO2,Nitrogen oxides (air),2022,0,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,NO2,Nitrogen dioxide (air),2021,1.206,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,NO2,Nitrogen dioxide (air),2021,19.502,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,CO,Carbon monoxide (air),2019,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,NO2,Nitrogen dioxide (air),2021,34.191,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,NO2,Nitrogen dioxide (air),2022,99.746,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,CO,Carbon monoxide (air),2018,3.364,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,SO2,Sulphur dioxide (air),2018,,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,NO2,Nitrogen dioxide (air),2018,15.485,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,CO,Carbon monoxide (air),2019,4.782,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,SO2,Sulphur dioxide (air),2018,61.351,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,NOX as NO2,Nitrogen oxides (air),2022,22.522,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,CO,Carbon monoxide (air),2018,0,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,SO2,Sulphur dioxide (air),2018,61.351,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,CO,Carbon monoxide (air),2021,0.953,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,CO,Carbon monoxide (air),2016,0.32,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,SO2,Sulphur dioxide (air),2021,760.74,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,NO,Nitrogen monoxide (air),2022,260.891,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,SO2,Sulphur dioxide (air),2018,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,SO2,Sulphur dioxide (air),2022,23.772,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,NO,Nitrogen monoxide (air),2023,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,SO2,Sulphur dioxide (air),2020,364.298,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,SO2,Sulphur dioxide (air),2022,38,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2018,,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2023,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2021,4.639,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2020,175.958,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM2.5,Particulate matter < 2.5 µm (aerosol),2019,4.281,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2020,31.913,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2020,50,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2022,0.286,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2022,0.063,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2022,74.35,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),2023,50.933,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM2.5,Particulate matter < 2.5 µm (aerosol),2017,246.424,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),2022,14425.808,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),2023,76.009,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM2.5,Particulate matter < 2.5 µm (aerosol),2021,131.023,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM2.5,Particulate matter < 2.5 µm (aerosol),2021,29.598,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),2021,53.695,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM2.5,Particulate matter < 2.5 µm (aerosol),2021,33.969,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM2.5,Particulate matter < 2.5 µm (aerosol),2022,22.848,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),2021,112.429,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,SO2,Sulphur dioxide (air),2023,155.441,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,PM2.5,Particulate matter < 2.5 µm (aerosol),2023,23.428,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),2023,104.773,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,SO2,Sulphur dioxide (air),2021,3.834,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,SO2,Sulphur dioxide (air),2021,13.918,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,O3,Ozone (air),2021,53.952,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,SO2,Sulphur dioxide (air),2022,194.333,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,O3,Ozone (air),2022,53.129,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,SO2,Sulphur dioxide (air),2021,2.919,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,PM10,Particulate matter < 10 µm (aerosol),2022,41.005,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,SO2,Sulphur dioxide (air),2022,6.598,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,PM10,Particulate matter < 10 µm (aerosol),2021,130.318,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,SO2,Sulphur dioxide (air),2023,11.088,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,PM10,Particulate matter < 10 µm (aerosol),2022,3.739,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,PM10,Particulate matter < 10 µm (aerosol),2022,21.388,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,PM10,Particulate matter < 10 µm (aerosol),2023,88.875,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,PM10,Particulate matter < 10 µm (aerosol),2022,54.172,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,PM10,Particulate matter < 10 µm (aerosol),2021,107.318,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,O3,Ozone (air),2021,68.395,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,O3,Ozone (air),2021,2.202,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,O3,Ozone (air),2022,72.12,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,O3,Ozone (air),2023,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,O3,Ozone (air),2021,126.44,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,SO2,Sulphur dioxide (air),2023,408.454,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,O3,Ozone (air),2022,256.255,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,O3,Ozone (air),2023,191.572,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,SO2,Sulphur dioxide (air),2021,65.819,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,O3,Ozone (air),2021,-3.628,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , TETOVO,O3,Ozone (air),2023,0.354,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,SO2,Sulphur dioxide (air),2022,7.36,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,O3,Ozone (air),2023,52.711,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,O3,Ozone (air),2023,25,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,SO2,Sulphur dioxide (air),2022,224,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,O3,Ozone (air),2023,6278.129,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,NO2,Nitrogen dioxide (air),2022,5.671,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,SO2,Sulphur dioxide (air),2023,329.378,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,NO2,Nitrogen dioxide (air),2020,67.61,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,NO2,Nitrogen dioxide (air),2022,70.275,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,PM10,Particulate matter < 10 µm (aerosol),2021,54.546,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,NO2,Nitrogen dioxide (air),2023,15.018,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,NO2,Nitrogen dioxide (air),2023,18.373,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,PM10,Particulate matter < 10 µm (aerosol),2020,514.502,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,NO2,Nitrogen dioxide (air),2022,150.68,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,NO2,Nitrogen dioxide (air),2022,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,PM10,Particulate matter < 10 µm (aerosol),2023,27,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,NO2,Nitrogen dioxide (air),2021,29.077,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,PM10,Particulate matter < 10 µm (aerosol),2022,0.238,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,NO2,Nitrogen dioxide (air),2021,59.913,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,CO,Carbon monoxide (air),2021,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,PM10,Particulate matter < 10 µm (aerosol),2023,0.952,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,PM10,Particulate matter < 10 µm (aerosol),2023,164.238,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,CO,Carbon monoxide (air),2021,0.182,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,NO2,Nitrogen dioxide (air),2023,0.045,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,PM10,Particulate matter < 10 µm (aerosol),2023,53.131,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,PM2.5,Particulate matter < 2.5 µm (aerosol),2023,41.786,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,NO2,Nitrogen dioxide (air),2022,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,O3,Ozone (air),2020,1.736,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,CO,Carbon monoxide (air),2022,381.348,mg/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,PM2.5,Particulate matter < 2.5 µm (aerosol),2023,10.439,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,O3,Ozone (air),2020,43.502,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,CO,Carbon monoxide (air),2020,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,SO2,Sulphur dioxide (air),2022,8.256,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,CO,Carbon monoxide (air),2023,1365.51,mg/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,O3,Ozone (air),2022,113.01,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,SO2,Sulphur dioxide (air),2021,-0.045,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , VRANDUK,CO,Carbon monoxide (air),2022,3947.2,mg/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , VRANDUK,O3,Ozone (air),2021,66.721,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , VRANDUK,SO2,Sulphur dioxide (air),2021,2.506,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , VRANDUK,CO,Carbon monoxide (air),2018,0.46,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , VRANDUK,O3,Ozone (air),2022,127.214,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , VRANDUK,PM10,Particulate matter < 10 µm (aerosol),2022,25.29,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , VRANDUK,O3,Ozone (air),2020,-2.393,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , VRANDUK,PM10,Particulate matter < 10 µm (aerosol),2023,34.996,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , VRANDUK,O3,Ozone (air),2023,33.654,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , VRANDUK,PM10,Particulate matter < 10 µm (aerosol),2023,5.477,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , VRANDUK,O3,Ozone (air),2021,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , VRANDUK,O3,Ozone (air),2023,32,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , VRANDUK,O3,Ozone (air),2022,90.036,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , VRANDUK,O3,Ozone (air),2021,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , VRANDUK,O3,Ozone (air),2020,2.333,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , VRANDUK,O3,Ozone (air),2021,50.693,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , VRANDUK,O3,Ozone (air),2021,17169.584,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,KAKANJ , DOBOJ,O3,Ozone (air),2022,7781.363,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,KAKANJ , DOBOJ,O3,Ozone (air),2022,18817.734,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,KAKANJ , DOBOJ,NO2,Nitrogen dioxide (air),2023,7.738,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,KAKANJ , DOBOJ,O3,Ozone (air),2020,3623.313,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,KAKANJ , DOBOJ,NO2,Nitrogen dioxide (air),2023,67.585,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,KAKANJ , DOBOJ,SO2,Sulphur dioxide (air),2021,141.333,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,KAKANJ , DOBOJ,NO2,Nitrogen dioxide (air),2021,-2.707,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,KAKANJ , DOBOJ,SO2,Sulphur dioxide (air),2022,86.388,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,KAKANJ , DOBOJ,NO2,Nitrogen dioxide (air),2022,0.002,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,KAKANJ , DOBOJ,SO2,Sulphur dioxide (air),2023,199.81,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,KAKANJ , DOBOJ,SO2,Sulphur dioxide (air),2022,9.448,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,KAKANJ , DOBOJ,SO2,Sulphur dioxide (air),2022,24.54,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,KAKANJ , DOBOJ,NO2,Nitrogen dioxide (air),2021,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,KAKANJ , DOBOJ,PM10,Particulate matter < 10 µm (aerosol),2022,4,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,KAKANJ , DOBOJ,O3,Ozone (air),2021,13170.988,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,KAKANJ , DOBOJ,O3,Ozone (air),2021,16463.735,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,KAKANJ , DOBOJ,NO2,Nitrogen dioxide (air),2021,26.867,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,KAKANJ , DOBOJ,O3,Ozone (air),2022,45.426,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,KAKANJ , DOBOJ,O3,Ozone (air),2023,87.672,ug/m3,E2a/UTD AQ e-Reporting,
